32,0,7468.305652
32,200,7544.980847
32,250,7544.980847
32,300,7555.329648
32,350,8145.446484
32,400,8322.316908
32,450,9046.968161
32,500,10436.059350
32,550,11840.438565
32,600,13266.691355
32,650,12620.596967
32,700,12552.388968
32,750,12621.537777
32,800,12427.968171
32,850,12142.435380
32,900,12693.273772
32,950,12839.803365
32,1000,13034.078558
32,1050,12787.588978
32,1100,13167.436956
32,1150,12127.617770
32,1200,12880.963378
8,0,516.499201
8,200,511.089600
8,250,511.089600
8,300,511.089600
8,350,511.089600
8,400,511.089600
8,450,511.089600
8,500,511.089600
8,550,511.089600
8,600,511.089600
8,650,511.089600
8,700,511.089600
8,750,511.089600
8,800,511.089600
8,850,511.089600
8,900,511.089600
8,950,516.734400
8,1000,541.900801
8,1050,572.476801
8,1100,617.635203
8,1150,660.441605
8,1200,776.395208
16,0,1883.952011
16,200,1882.070408
16,250,1882.070408
16,300,1882.070408
16,350,1882.070408
16,400,1882.070408
16,450,1882.070408
16,500,1880.894408
16,550,1916.174409
16,600,2080.579218
16,650,2184.302421
16,700,2385.398430
16,750,2616.129631
16,800,2820.518431
16,850,2833.454444
16,900,2947.996836
16,950,3301.032034
16,1000,3603.264038
16,1050,4098.830440
16,1100,3655.243241
16,1150,4002.868844
16,1200,4077.897644
