32,0,14.7932
32,200,15.3674
32,250,15.3674
32,300,15.3738
32,350,14.7392
32,400,15.1479
32,450,18.4432
32,500,20.1975
32,550,23.9651
32,600,25.2918
32,650,28.2170
32,700,27.4952
32,750,26.5292
32,800,26.6558
32,850,26.3159
32,900,24.0093
32,950,27.5700
32,1000,24.5954
32,1050,24.9945
32,1100,24.4592
32,1150,25.2349
32,1200,27.6747
8,0,0.7820
8,200,0.9274
8,250,0.9274
8,300,0.9274
8,350,0.9274
8,400,0.9274
8,450,0.9274
8,500,0.9274
8,550,0.9274
8,600,0.9274
8,650,0.9274
8,700,0.9274
8,750,0.9274
8,800,0.9274
8,850,0.9274
8,900,0.9274
8,950,0.9252
8,1000,0.9252
8,1050,0.8603
8,1100,0.8526
8,1150,0.9905
8,1200,1.0387
16,0,3.3403
16,200,3.6129
16,250,3.6129
16,300,3.6118
16,350,3.6129
16,400,3.6102
16,450,3.6129
16,500,3.6129
16,550,3.6057
16,600,3.3611
16,650,3.5445
16,700,3.9450
16,750,4.1166
16,800,4.4278
16,850,5.6934
16,900,5.6927
16,950,6.3537
16,1000,5.9831
16,1050,6.2808
16,1100,7.0242
16,1150,7.4990
16,1200,8.2937
