32,0,2622.950420
32,200,2500.646407
32,250,2500.646407
32,300,2622.009612
32,350,2885.904018
32,400,2940.940819
32,450,3102.758422
32,500,3642.542436
32,550,3887.856033
32,600,4106.121641
32,650,4461.508847
32,700,4573.228845
32,750,4834.300848
32,800,4962.249650
32,850,5431.944058
32,900,5421.830454
32,950,5522.966459
32,1000,5703.835263
8,0,576.240003
8,200,567.537601
8,250,567.537601
8,300,567.537601
8,350,567.537601
8,400,567.537601
8,450,567.537601
8,500,567.537601
8,550,567.537601
8,600,567.537601
8,650,567.772801
8,700,594.115202
8,750,624.926404
8,800,699.484805
8,850,830.491209
8,900,922.454411
8,950,928.099210
8,1000,969.259211
16,0,1176.705608
16,200,1182.820802
16,250,1182.820802
16,300,1182.820802
16,350,1182.820802
16,400,1192.228802
16,450,1256.438406
16,500,1362.043210
16,550,1540.560011
16,600,1682.385614
16,650,1925.112018
16,700,1759.296015
16,750,1864.665616
16,800,1979.208022
16,850,2092.339222
16,900,2219.112027
16,950,2147.846425
16,1000,2450.313628
