32,0,2.4230
32,200,3.3339
32,250,3.3392
32,300,2.7727
32,350,2.9709
32,400,3.2647
32,450,3.6865
32,500,3.8749
32,550,4.7020
32,600,4.9834
32,650,5.0214
32,700,5.0362
32,750,5.7331
32,800,5.8147
32,850,6.1477
32,900,6.2239
32,950,6.3361
32,1000,7.5200
8,0,0.5361
8,200,0.7903
8,250,0.7903
8,300,0.7907
8,350,0.7907
8,400,0.7891
8,450,0.7907
8,500,0.7903
8,550,0.7907
8,600,0.7907
8,650,0.7909
8,700,0.7145
8,750,0.7222
8,800,0.7947
8,850,0.9308
8,900,0.9263
8,950,1.0042
8,1000,1.5478
16,0,1.1590
16,200,1.6378
16,250,1.6378
16,300,1.6378
16,350,1.6398
16,400,1.6392
16,450,1.3857
16,500,1.4782
16,550,1.7173
16,600,1.7141
16,650,1.9562
16,700,2.0883
16,750,2.1023
16,800,2.6913
16,850,2.6783
16,900,2.9516
16,950,3.2219
16,1000,3.2521
