32,0,2434.555221
32,200,2390.102410
32,250,2390.102410
32,300,2416.915211
32,350,2525.577616
32,400,2661.758424
32,450,3110.284832
32,500,3162.028828
32,550,3520.238431
32,600,3739.915235
32,650,3782.016035
32,700,3735.211235
32,750,4141.166442
32,800,4237.363239
32,850,4346.025643
32,900,4451.395243
32,950,4520.779247
32,1000,5220.734450
8,0,517.204804
8,200,532.963201
8,250,532.963201
8,300,532.963201
8,350,532.963201
8,400,530.140801
8,450,532.963201
8,500,532.963201
8,550,532.963201
8,600,532.963201
8,650,533.433601
8,700,539.078402
8,750,554.836802
8,800,578.592004
8,850,625.867206
8,900,688.665606
8,950,715.243207
8,1000,935.155211
16,0,1085.448007
16,200,1110.144003
16,250,1110.144003
16,300,1110.144003
16,350,1110.144003
16,400,1110.144003
16,450,1109.908804
16,500,1158.595205
16,550,1270.315209
16,600,1369.804809
16,650,1486.699210
16,700,1590.657613
16,750,1550.908812
16,800,1856.433615
16,850,1867.017618
16,900,1954.747215
16,950,2146.905619
16,1000,2177.481625
